Ep 874 | Reward: 25.0
Ep 875 | Reward: 23.0
Ep 876 | Reward: 12.0
Ep 877 | Reward: 17.0
Ep 878 | Reward: 15.0
Ep 879 | Reward: 46.0
Ep 880 | Reward: 12.0
Ep 881 | Reward: 15.0
Ep 882 | Reward: 22.0
Ep 883 | Reward: 19.0
Ep 884 | Reward: 24.0
Ep 885 | Reward: 17.0
Ep 886 | Reward: 20.0
Ep 887 | Reward: 17.0
Ep 888 | Reward: 13.0
Ep 889 | Reward: 17.0
Ep 890 | Reward: 12.0
Ep 891 | Reward: 11.0
Ep 892 | Reward: 17.0
Ep 893 | Reward: 32.0
Ep 894 | Reward: 16.0
Ep 895 | Reward: 16.0
Ep 896 | Reward: 16.0
Ep 897 | Reward: 14.0
Ep 898 | Reward: 26.0
Ep 899 | Reward: 18.0
Ep 900 | Reward: 21.0
Ep 901 | Reward: 10.0
Ep 902 | Reward: 14.0
Ep 903 | Reward: 36.0
Ep 904 | Reward: 14.0
Ep 905 | Reward: 18.0
Ep 906 | Reward: 11.0
Ep 907 | Reward: 19.0
Ep 908 | Reward: 69.0
Ep 909 | Reward: 33.0
Ep 910 | Reward: 23.0
Ep 911 | Reward: 17.0
Ep 912 | Reward: 11.0
Ep 913 | Reward: 14.0
Ep 914 | Reward: 12.0
Ep 915 | Reward: 11.0
Ep 916 | Reward: 21.0
Ep 917 | Reward: 14.0
Ep 918 | Reward: 41.0
Ep 919 | Reward: 19.0
Ep 920 | Reward: 13.0
Ep 921 | Reward: 24.0
Ep 922 | Reward: 10.0
Ep 923 | Reward: 18.0
Ep 924 | Reward: 32.0
Ep 925 | Reward: 33.0
Ep 926 | Reward: 23.0
Ep 927 | Reward: 25.0
Ep 928 | Reward: 24.0
Ep 929 | Reward: 29.0
Ep 930 | Reward: 32.0
Ep 931 | Reward: 27.0
Ep 932 | Reward: 27.0
Ep 933 | Reward: 18.0
Ep 934 | Reward: 28.0
Ep 935 | Reward: 12.0
Ep 936 | Reward: 21.0
Ep 937 | Reward: 21.0
Ep 938 | Reward: 36.0
Ep 939 | Reward: 12.0
Ep 940 | Reward: 13.0
Ep 941 | Reward: 14.0
Ep 942 | Reward: 14.0
Ep 943 | Reward: 13.0
Ep 944 | Reward: 11.0
Ep 945 | Reward: 20.0
Ep 946 | Reward: 32.0
Ep 947 | Reward: 27.0
Ep 948 | Reward: 16.0
Ep 949 | Reward: 12.0
Ep 950 | Reward: 44.0
Ep 951 | Reward: 45.0
Ep 952 | Reward: 45.0
Ep 953 | Reward: 36.0
Ep 954 | Reward: 11.0
Ep 955 | Reward: 19.0
Ep 956 | Reward: 11.0
Ep 957 | Reward: 12.0
Ep 958 | Reward: 25.0
Ep 959 | Reward: 16.0
Ep 960 | Reward: 17.0
Ep 961 | Reward: 49.0
Ep 962 | Reward: 19.0
Ep 963 | Reward: 13.0
Ep 964 | Reward: 29.0
Ep 965 | Reward: 9.0
Ep 966 | Reward: 16.0
Ep 967 | Reward: 13.0
Ep 968 | Reward: 11.0
Ep 969 | Reward: 15.0
Ep 970 | Reward: 26.0
Ep 971 | Reward: 13.0
Ep 972 | Reward: 27.0
Ep 973 | Reward: 20.0
Ep 974 | Reward: 12.0
Ep 975 | Reward: 16.0
Ep 976 | Reward: 11.0
Ep 977 | Reward: 12.0
Ep 978 | Reward: 15.0
Ep 979 | Reward: 14.0
Ep 980 | Reward: 12.0
Ep 981 | Reward: 29.0
Ep 982 | Reward: 12.0
Ep 983 | Reward: 17.0
Ep 984 | Reward: 19.0
Ep 985 | Reward: 23.0
Ep 986 | Reward: 30.0
Ep 987 | Reward: 19.0
Ep 988 | Reward: 26.0
Ep 989 | Reward: 45.0
Ep 990 | Reward: 22.0
Ep 991 | Reward: 31.0
Ep 992 | Reward: 15.0
Ep 993 | Reward: 12.0
Ep 994 | Reward: 10.0
Ep 995 | Reward: 20.0
Ep 996 | Reward: 16.0
Ep 997 | Reward: 15.0
Ep 998 | Reward: 10.0
Ep 999 | Reward: 41.0
