Initializing environment: ALE/Pong-v5
Atari detected. State shape after preprocessing: (4, 84, 84)
Using device: cuda
Building networks for state shape (4, 84, 84) and 6 actions.
Using Prioritized Replay Buffer
Models and logs will be saved in: ./results_task3
Step: 368430, Episode: 208, Reward: 12.00, Epsilon: 0.010
Step: 370897, Episode: 209, Reward: 13.00, Epsilon: 0.010
Step: 373385, Episode: 210, Reward: 14.00, Epsilon: 0.010
Step: 375343, Episode: 211, Reward: 18.00, Epsilon: 0.010
Step: 378064, Episode: 212, Reward: 10.00, Epsilon: 0.010
Step: 380641, Episode: 213, Reward: 14.00, Epsilon: 0.010
Step: 383511, Episode: 214, Reward: 11.00, Epsilon: 0.010
Step: 386631, Episode: 215, Reward: 9.00, Epsilon: 0.010
Step: 389377, Episode: 216, Reward: 8.00, Epsilon: 0.010
Step: 391733, Episode: 217, Reward: 15.00, Epsilon: 0.010
Step: 394439, Episode: 218, Reward: 15.00, Epsilon: 0.010
Step: 396822, Episode: 219, Reward: 13.00, Epsilon: 0.010
Step: 399876, Episode: 220, Reward: 10.00, Epsilon: 0.010
Step: 401682, Episode: 221, Reward: 19.00, Epsilon: 0.010
--- Task 3 model snapshot saved: ./results_task3\dqn_pong_enhanced_ddqnTrue_perTrue_multiTrue_n3_400000.pt ---
Step: 404294, Episode: 222, Reward: 13.00, Epsilon: 0.010
Step: 406638, Episode: 223, Reward: 14.00, Epsilon: 0.010
Step: 408769, Episode: 224, Reward: 16.00, Epsilon: 0.010
Step: 411624, Episode: 225, Reward: 9.00, Epsilon: 0.010
Step: 414449, Episode: 226, Reward: 11.00, Epsilon: 0.010
Step: 416780, Episode: 227, Reward: 15.00, Epsilon: 0.010
Step: 419647, Episode: 228, Reward: 12.00, Epsilon: 0.010
Step: 422273, Episode: 229, Reward: 12.00, Epsilon: 0.010
Step: 424806, Episode: 230, Reward: 12.00, Epsilon: 0.010
Step: 426727, Episode: 231, Reward: 18.00, Epsilon: 0.010
Step: 429404, Episode: 232, Reward: 14.00, Epsilon: 0.010
Step: 431626, Episode: 233, Reward: 16.00, Epsilon: 0.010
Step: 433940, Episode: 234, Reward: 14.00, Epsilon: 0.010
Step: 436747, Episode: 235, Reward: 11.00, Epsilon: 0.010
Step: 439088, Episode: 236, Reward: 15.00, Epsilon: 0.010
Step: 441616, Episode: 237, Reward: 12.00, Epsilon: 0.010
Step: 444037, Episode: 238, Reward: 14.00, Epsilon: 0.010
Step: 446192, Episode: 239, Reward: 16.00, Epsilon: 0.010
Step: 449092, Episode: 240, Reward: 6.00, Epsilon: 0.010
Step: 451566, Episode: 241, Reward: 9.00, Epsilon: 0.010
Step: 454103, Episode: 242, Reward: 10.00, Epsilon: 0.010
Step: 456449, Episode: 243, Reward: 16.00, Epsilon: 0.010
Step: 458653, Episode: 244, Reward: 13.00, Epsilon: 0.010
Step: 460838, Episode: 245, Reward: 14.00, Epsilon: 0.010
Step: 463150, Episode: 246, Reward: 16.00, Epsilon: 0.010
Step: 465569, Episode: 247, Reward: 14.00, Epsilon: 0.010
Step: 467559, Episode: 248, Reward: 16.00, Epsilon: 0.010
Step: 469854, Episode: 249, Reward: 15.00, Epsilon: 0.010
Step: 471990, Episode: 250, Reward: 16.00, Epsilon: 0.010
Starting evaluation for 20 episodes...
--- Evaluation Result (Ep 250, Step 471990) ---
Avg Reward over 20 episodes: 14.25 (Duration: 39.22s)
--------------------------------------------------
*** New best model saved: ./results_task3\dqn_pong_enhanced_ddqnTrue_perTrue_multiTrue_n3_best.pt ***
Step: 474415, Episode: 251, Reward: 14.00, Epsilon: 0.010
Step: 476481, Episode: 252, Reward: 15.00, Epsilon: 0.010
Step: 478637, Episode: 253, Reward: 16.00, Epsilon: 0.010
Step: 480333, Episode: 254, Reward: 20.00, Epsilon: 0.010
Step: 482856, Episode: 255, Reward: 13.00, Epsilon: 0.010
Step: 484993, Episode: 256, Reward: 16.00, Epsilon: 0.010
Step: 486948, Episode: 257, Reward: 18.00, Epsilon: 0.010
Step: 489353, Episode: 258, Reward: 13.00, Epsilon: 0.010
Step: 492135, Episode: 259, Reward: 14.00, Epsilon: 0.010
Step: 494012, Episode: 260, Reward: 18.00, Epsilon: 0.010
Step: 496489, Episode: 261, Reward: 14.00, Epsilon: 0.010
Step: 499168, Episode: 262, Reward: 12.00, Epsilon: 0.010
Step: 501848, Episode: 263, Reward: 10.00, Epsilon: 0.010
Step: 505017, Episode: 264, Reward: 7.00, Epsilon: 0.010
Step: 507284, Episode: 265, Reward: 14.00, Epsilon: 0.010
Step: 509916, Episode: 266, Reward: 11.00, Epsilon: 0.010
Step: 511976, Episode: 267, Reward: 15.00, Epsilon: 0.010
Step: 514765, Episode: 268, Reward: 13.00, Epsilon: 0.010
Step: 517285, Episode: 269, Reward: 11.00, Epsilon: 0.010
Step: 519566, Episode: 270, Reward: 13.00, Epsilon: 0.010
Step: 521855, Episode: 271, Reward: 14.00, Epsilon: 0.010
Step: 524009, Episode: 272, Reward: 15.00, Epsilon: 0.010
Step: 526492, Episode: 273, Reward: 14.00, Epsilon: 0.010
Step: 528766, Episode: 274, Reward: 16.00, Epsilon: 0.010
Step: 530613, Episode: 275, Reward: 19.00, Epsilon: 0.010
Step: 533173, Episode: 276, Reward: 12.00, Epsilon: 0.010
Step: 536179, Episode: 277, Reward: 6.00, Epsilon: 0.010
Step: 538396, Episode: 278, Reward: 16.00, Epsilon: 0.010
Step: 540538, Episode: 279, Reward: 17.00, Epsilon: 0.010
Step: 543182, Episode: 280, Reward: 13.00, Epsilon: 0.010
Step: 545593, Episode: 281, Reward: 14.00, Epsilon: 0.010
Step: 547528, Episode: 282, Reward: 19.00, Epsilon: 0.010
Step: 549725, Episode: 283, Reward: 18.00, Epsilon: 0.010
Step: 552073, Episode: 284, Reward: 15.00, Epsilon: 0.010
Step: 554248, Episode: 285, Reward: 15.00, Epsilon: 0.010
Step: 556680, Episode: 286, Reward: 14.00, Epsilon: 0.010
Step: 558747, Episode: 287, Reward: 17.00, Epsilon: 0.010
Step: 561396, Episode: 288, Reward: 11.00, Epsilon: 0.010
Step: 563440, Episode: 289, Reward: 18.00, Epsilon: 0.010
Step: 565529, Episode: 290, Reward: 16.00, Epsilon: 0.010
Step: 568314, Episode: 291, Reward: 9.00, Epsilon: 0.010
Step: 570603, Episode: 292, Reward: 16.00, Epsilon: 0.010
Step: 572548, Episode: 293, Reward: 19.00, Epsilon: 0.010
Step: 575133, Episode: 294, Reward: 13.00, Epsilon: 0.010
Step: 577583, Episode: 295, Reward: 15.00, Epsilon: 0.010
Step: 579300, Episode: 296, Reward: 20.00, Epsilon: 0.010
Step: 581510, Episode: 297, Reward: 15.00, Epsilon: 0.010
Step: 583442, Episode: 298, Reward: 17.00, Epsilon: 0.010
Step: 585728, Episode: 299, Reward: 12.00, Epsilon: 0.010
Step: 588493, Episode: 300, Reward: 12.00, Epsilon: 0.010
Starting evaluation for 20 episodes...
--- Evaluation Result (Ep 300, Step 588493) ---
Avg Reward over 20 episodes: 13.80 (Duration: 42.10s)
--------------------------------------------------
Step: 590168, Episode: 301, Reward: 21.00, Epsilon: 0.010
Step: 592417, Episode: 302, Reward: 15.00, Epsilon: 0.010
Step: 594853, Episode: 303, Reward: 15.00, Epsilon: 0.010
Step: 597230, Episode: 304, Reward: 12.00, Epsilon: 0.010
Step: 599593, Episode: 305, Reward: 13.00, Epsilon: 0.010
Step: 601462, Episode: 306, Reward: 19.00, Epsilon: 0.010
--- Task 3 model snapshot saved: ./results_task3\dqn_pong_enhanced_ddqnTrue_perTrue_multiTrue_n3_600000.pt ---
Step: 603624, Episode: 307, Reward: 16.00, Epsilon: 0.010
Step: 606009, Episode: 308, Reward: 15.00, Epsilon: 0.010
Step: 608342, Episode: 309, Reward: 16.00, Epsilon: 0.010
Step: 610283, Episode: 310, Reward: 17.00, Epsilon: 0.010
Step: 612694, Episode: 311, Reward: 11.00, Epsilon: 0.010
Step: 614489, Episode: 312, Reward: 20.00, Epsilon: 0.010
Step: 617105, Episode: 313, Reward: 13.00, Epsilon: 0.010
Step: 619363, Episode: 314, Reward: 14.00, Epsilon: 0.010
Step: 621593, Episode: 315, Reward: 15.00, Epsilon: 0.010
Step: 624001, Episode: 316, Reward: 15.00, Epsilon: 0.010
Step: 626420, Episode: 317, Reward: 14.00, Epsilon: 0.010
Step: 628609, Episode: 318, Reward: 17.00, Epsilon: 0.010
Step: 631070, Episode: 319, Reward: 11.00, Epsilon: 0.010
Step: 633223, Episode: 320, Reward: 16.00, Epsilon: 0.010
Step: 635355, Episode: 321, Reward: 15.00, Epsilon: 0.010
Step: 637242, Episode: 322, Reward: 17.00, Epsilon: 0.010
Step: 639900, Episode: 323, Reward: 13.00, Epsilon: 0.010
Step: 642244, Episode: 324, Reward: 14.00, Epsilon: 0.010
Step: 643901, Episode: 325, Reward: 21.00, Epsilon: 0.010
Step: 646241, Episode: 326, Reward: 16.00, Epsilon: 0.010
Step: 648778, Episode: 327, Reward: 14.00, Epsilon: 0.010
Step: 651137, Episode: 328, Reward: 17.00, Epsilon: 0.010
Step: 654172, Episode: 329, Reward: 11.00, Epsilon: 0.010
Step: 656345, Episode: 330, Reward: 17.00, Epsilon: 0.010
Step: 658465, Episode: 331, Reward: 16.00, Epsilon: 0.010
Step: 660988, Episode: 332, Reward: 10.00, Epsilon: 0.010
Step: 663292, Episode: 333, Reward: 13.00, Epsilon: 0.010
Step: 665863, Episode: 334, Reward: 10.00, Epsilon: 0.010
